Date,Basket_Amount,Upgrade_Fee,Promotion_Type,Promotion_Eligible,Net_Upgrade_Cost,Age_Group,Shopper_Type,Group_Size,Sales_Outcome,Refusal_Reason,Upgrade_Opportunity
3/19/2026,24.14,27.87,No_Promotion,N/A,27.87,45-59,Individual,1,Declined,Language Barrier,Low
3/20/2026,51.24,34.02,No_Promotion,N/A,34.02,45-59,Couple,2,Declined,Not Account Owner,Medium
3/20/2026,5.98,8.78,No_Promotion,N/A,8.78,60+,Individual,1,Declined,Lack of Premium Knowledge,Medium
3/20/2026,114.94,53.5,No_Promotion,N/A,53.5,30-44,Family,3,Declined,Price Concern,Medium
3/20/2026,25.59,18.14,No_Promotion,N/A,18.14,30-44,Individual,1,Declined,Lack of Premium Knowledge,Medium
3/21/2026,38.95,33.18,No_Promotion,N/A,33.18,30-44,Family,3,Declined,Price Concern,Low
3/21/2026,11.71,30.12,No_Promotion,N/A,30.12,45-59,Couple,2,Declined,Infrequent Shopper,Low
3/22/2026,229.81,48.76,No_Promotion,N/A,48.76,30-44,Business,2,Accepted,N/A,Medium
3/22/2026,19.14,36.8,No_Promotion,N/A,36.8,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Low
3/22/2026,86.02,42.25,No_Promotion,N/A,42.25,18-29,Individual,1,Declined,Price Concern,Low
3/23/2026,18.01,31.49,No_Promotion,N/A,31.49,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Low
3/23/2026,430.3,32.41,No_Promotion,N/A,32.41,60+,Family,3,Accepted,N/A,Medium
3/23/2026,7.53,5.93,No_Promotion,N/A,5.93,30-44,Individual,1,Declined,Infrequent Shopper,Medium
3/24/2026,31.45,33,No_Promotion,N/A,33,45-59,Couple,2,Declined,Not Account Owner,Low
3/24/2026,47.16,12.15,No_Promotion,N/A,12.15,45-59,Couple,2,Declined,Infrequent Shopper,Medium
3/24/2026,20.75,11.28,No_Promotion,N/A,11.28,30-44,Individual,1,Declined,Other,Medium
3/25/2026,95.57,30.76,No_Promotion,N/A,30.76,30-44,Family,3,Declined,Infrequent Shopper,Medium
3/25/2026,55.13,15.04,No_Promotion,N/A,15.04,30-44,Family,3,Accepted,N/A,Medium
3/25/2026,21.43,22.5,No_Promotion,N/A,22.5,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Low
3/25/2026,27.46,2.07,No_Promotion,N/A,2.07,45-59,Individual,1,Accepted,N/A,Medium
3/26/2026,258.95,49.94,No_Promotion,N/A,49.94,45-59,Business,2,Accepted,N/A,Medium
3/26/2026,98.75,13.16,No_Promotion,N/A,13.16,30-44,Family,3,Accepted,N/A,Medium
3/27/2026,38.9,37.88,No_Promotion,N/A,37.88,45-59,Individual,1,Accepted,N/A,Low
3/27/2026,317.63,12.5,No_Promotion,N/A,12.5,45-59,Business,1,Accepted,N/A,High
3/27/2026,12.45,10.11,No_Promotion,N/A,10.11,18-29,Couple,2,Declined,Doesn't Want Renewal Fee,Medium
3/27/2026,73.53,29.23,No_Promotion,N/A,29.23,30-44,Business,1,Declined,Price Concern,Medium
3/28/2026,121.85,25.79,No_Promotion,N/A,25.79,18-29,Couple,2,Accepted,N/A,Medium
3/28/2026,6.27,14.28,No_Promotion,N/A,14.28,60+,Individual,1,Accepted,N/A,Medium
3/28/2026,121.11,29.14,No_Promotion,N/A,29.14,45-59,Family,3,Declined,Basket Below Promotion Threshold,Medium
3/29/2026,5.96,34.14,No_Promotion,N/A,34.14,18-29,Couple,2,Accepted,N/A,Low
3/29/2026,27.07,30.82,No_Promotion,N/A,30.82,45-59,Individual,1,Accepted,N/A,Low
3/29/2026,46.04,27.26,No_Promotion,N/A,27.26,60+,Couple,2,Accepted,N/A,Low
3/29/2026,82.55,23.59,No_Promotion,N/A,23.59,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Medium
3/29/2026,32.42,46.97,No_Promotion,N/A,46.97,45-59,Couple,2,Accepted,N/A,Low
3/30/2026,78.96,17.27,No_Promotion,N/A,17.27,30-44,Family,3,Declined,Lack of Premium Knowledge,Medium
3/30/2026,34.95,24.3,No_Promotion,N/A,24.3,18-29,Individual,1,Declined,Infrequent Shopper,Low
3/30/2026,44.49,28.61,No_Promotion,N/A,28.61,45-59,Individual,1,Accepted,N/A,Low
3/30/2026,54.06,43.53,No_Promotion,N/A,43.53,30-44,Individual,1,Accepted,N/A,Low
3/31/2026,27.62,33.22,No_Promotion,N/A,33.22,60+,Individual,1,Declined,Language Barrier,Low
3/31/2026,55.12,31.98,No_Promotion,N/A,31.98,45-59,Individual,1,Declined,Not Account Owner,Medium
3/31/2026,27.47,9.87,No_Promotion,N/A,9.87,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Medium
3/31/2026,39.55,3.37,No_Promotion,N/A,3.37,45-59,Family,3,Accepted,N/A,Medium
3/31/2026,115.62,16.46,No_Promotion,N/A,16.46,45-59,Family,3,Accepted,N/A,High
4/1/2026,269.03,4.74,Spend20_Save10,Yes,-5.26,18-29,Family,4+,Accepted,N/A,High
4/1/2026,140.21,38.77,Spend20_Save10,Yes,28.77,30-44,Couple,2,Accepted,N/A,High
4/1/2026,19.68,22.93,Spend20_Save10,No,22.93,18-29,Individual,1,Not_Presented,N/A,Low
4/1/2026,112.84,6.99,Spend20_Save10,Yes,-3.01,18-29,Business,2,Accepted,N/A,High
4/1/2026,83.28,6.27,Spend20_Save10,Yes,-3.73,30-44,Couple,2,Declined,Lack of Premium Knowledge,High
4/1/2026,104.1,50.75,Spend20_Save10,Yes,40.75,45-59,Family,4+,Declined,Infrequent Shopper,Medium
4/2/2026,110.18,44.99,Spend20_Save10,Yes,34.99,45-59,Family,3,Accepted,N/A,Medium
4/2/2026,17.79,24.42,Spend20_Save10,No,24.42,45-59,Family,3,Not_Presented,N/A,Low
4/2/2026,57.24,23.46,Spend20_Save10,Yes,13.46,30-44,Couple,2,Accepted,N/A,Medium
4/2/2026,122.57,12.5,Spend20_Save10,Yes,2.5,30-44,Family,4+,Declined,Price Concern,High
4/2/2026,154.59,12.86,Spend20_Save10,Yes,2.86,18-29,Family,4+,Accepted,N/A,High
4/2/2026,29.36,2.75,Spend20_Save10,Yes,-7.25,45-59,Individual,1,Accepted,N/A,Medium
4/3/2026,68.14,19.57,Spend20_Save10,Yes,9.57,18-29,Couple,2,Declined,Infrequent Shopper,High
4/3/2026,48.93,30.85,Spend20_Save10,Yes,20.85,60+,Individual,1,Declined,Other,Medium
4/3/2026,54.9,5.41,Spend20_Save10,Yes,-4.59,60+,Couple,2,Accepted,N/A,High
4/3/2026,24.12,29.53,Spend20_Save10,Yes,19.53,18-29,Individual,1,Declined,Price Concern,Medium
4/3/2026,155.53,14.76,Spend20_Save10,Yes,4.76,60+,Business,3,Accepted,N/A,High
4/3/2026,81.86,32.22,Spend20_Save10,Yes,22.22,45-59,Family,3,Declined,Not Account Owner,Medium
4/3/2026,34.04,11.81,Spend20_Save10,Yes,1.81,45-59,Individual,1,Declined,Infrequent Shopper,Medium
4/3/2026,12.13,20.41,Spend20_Save10,No,20.41,45-59,Couple,2,Not_Presented,N/A,Low
4/3/2026,138.83,24.94,Spend20_Save10,Yes,14.94,30-44,Family,3,Accepted,N/A,High
4/3/2026,579.79,12.7,Spend20_Save10,Yes,2.7,30-44,Business,1,Accepted,N/A,High
4/4/2026,94.3,8.8,Spend20_Save10,Yes,-1.2,18-29,Family,4+,Accepted,N/A,High
4/4/2026,31.91,18.52,Spend20_Save10,Yes,8.52,45-59,Couple,2,Accepted,N/A,Medium
4/4/2026,13.24,36.13,Spend20_Save10,No,36.13,30-44,Individual,1,Not_Presented,N/A,Low
4/4/2026,30.76,24.44,Spend20_Save10,Yes,14.44,18-29,Individual,1,Declined,Not Account Owner,Medium
4/4/2026,20.87,4.81,Spend20_Save10,Yes,-5.19,18-29,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
4/4/2026,103.84,21.64,Spend20_Save10,Yes,11.64,45-59,Family,4+,Accepted,N/A,High
4/4/2026,109.33,22.08,Spend20_Save10,Yes,12.08,60+,Business,2,Accepted,N/A,High
4/4/2026,45.78,30.39,Spend20_Save10,Yes,20.39,30-44,Individual,1,Accepted,N/A,Medium
4/4/2026,87.23,23.24,Spend20_Save10,Yes,13.24,30-44,Family,4+,Accepted,N/A,Medium
4/4/2026,18.14,22.92,Spend20_Save10,No,22.92,60+,Individual,1,Not_Presented,N/A,Low
4/5/2026,97.03,32.54,Spend20_Save10,Yes,22.54,30-44,Couple,2,Declined,Doesn't Want Renewal Fee,Medium
4/5/2026,69.38,2.19,Spend20_Save10,Yes,-7.81,18-29,Business,3,Accepted,N/A,High
4/5/2026,70.24,39.36,Spend20_Save10,Yes,29.36,45-59,Individual,1,Accepted,N/A,Medium
4/5/2026,81.47,29.65,Spend20_Save10,Yes,19.65,45-59,Individual,1,Declined,Language Barrier,Medium
4/5/2026,29.2,18.83,Spend20_Save10,Yes,8.83,30-44,Individual,1,Declined,Price Concern,Medium
4/5/2026,90.21,5.27,Spend20_Save10,Yes,-4.73,30-44,Family,3,Declined,Infrequent Shopper,High
4/5/2026,65.48,19.8,Spend20_Save10,Yes,9.8,18-29,Couple,2,Accepted,N/A,High
4/5/2026,13.02,25.84,Spend20_Save10,No,25.84,60+,Individual,1,Not_Presented,N/A,Low
4/6/2026,325.25,17.76,Spend20_Save10,Yes,7.76,18-29,Family,3,Accepted,N/A,High
4/6/2026,26.04,2.44,Spend20_Save10,Yes,-7.56,30-44,Individual,1,Accepted,N/A,Medium
4/6/2026,150.02,36.06,Spend20_Save10,Yes,26.06,45-59,Family,3,Accepted,N/A,High
4/6/2026,86.76,42.41,Spend20_Save10,Yes,32.41,45-59,Family,4+,Declined,Doesn't Want Renewal Fee,Medium
4/6/2026,27.94,4.5,Spend20_Save10,Yes,-5.5,30-44,Individual,1,Accepted,N/A,Medium
4/6/2026,89.21,36.39,Spend20_Save10,Yes,26.39,30-44,Couple,2,Declined,Infrequent Shopper,Medium
4/6/2026,42.47,31.91,Spend20_Save10,Yes,21.91,30-44,Individual,1,Declined,Not Account Owner,Medium
4/7/2026,23.51,34.5,Spend20_Save10,Yes,24.5,60+,Individual,1,Declined,Infrequent Shopper,Medium
4/7/2026,502.51,11.16,Spend20_Save10,Yes,1.16,45-59,Family,4+,Accepted,N/A,High
4/7/2026,15.46,29.47,Spend20_Save10,No,29.47,45-59,Individual,1,Not_Presented,N/A,Low
4/7/2026,28.72,12.45,Spend20_Save10,Yes,2.45,30-44,Couple,2,Accepted,N/A,Medium
4/7/2026,52.89,14.28,Spend20_Save10,Yes,4.28,18-29,Individual,1,Accepted,N/A,High
4/7/2026,22.89,6.05,Spend20_Save10,Yes,-3.95,18-29,Individual,1,Accepted,N/A,Medium
4/7/2026,41.93,23.89,Spend20_Save10,Yes,13.89,45-59,Individual,1,Declined,Other,Medium
4/7/2026,162.05,26.53,Spend20_Save10,Yes,16.53,60+,Family,3,Declined,Other,High
4/7/2026,113.13,58.96,Spend20_Save10,Yes,48.96,18-29,Couple,2,Declined,Other,Medium
4/8/2026,108.15,7.68,No_Promotion,N/A,7.68,18-29,Family,3,Accepted,N/A,High
4/8/2026,99.16,35.1,No_Promotion,N/A,35.1,18-29,Couple,2,Accepted,N/A,Medium
4/9/2026,10,24.73,No_Promotion,N/A,24.73,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Low
4/9/2026,35.13,4.17,No_Promotion,N/A,4.17,45-59,Individual,1,Accepted,N/A,Medium
4/9/2026,18.75,21.93,No_Promotion,N/A,21.93,18-29,Individual,1,Declined,Price Concern,Low
4/9/2026,41.23,25.53,No_Promotion,N/A,25.53,30-44,Individual,1,Declined,Infrequent Shopper,Low
4/10/2026,40.35,42.59,Spend40_Save20,Yes,22.59,30-44,Couple,2,Accepted,N/A,Low
4/10/2026,188.09,5.43,Spend40_Save20,Yes,-14.57,30-44,Family,3,Accepted,N/A,High
4/10/2026,66.99,44.18,Spend40_Save20,Yes,24.18,45-59,Couple,2,Declined,Infrequent Shopper,Medium
4/10/2026,288.68,30.36,Spend40_Save20,Yes,10.36,30-44,Family,4+,Declined,Other,High
4/10/2026,41.78,29.63,Spend40_Save20,Yes,9.63,45-59,Couple,2,Declined,Not Account Owner,Medium
4/10/2026,322.71,16.82,Spend40_Save20,Yes,-3.18,60+,Family,4+,Accepted,N/A,High
4/10/2026,99.29,6.19,Spend40_Save20,Yes,-13.81,18-29,Family,3,Declined,Lack of Premium Knowledge,High
4/10/2026,12.7,9.78,Spend40_Save20,No,9.78,45-59,Individual,1,Not_Presented,N/A,Medium
4/10/2026,46.94,11.8,Spend40_Save20,Yes,-8.2,30-44,Individual,1,Declined,Lack of Premium Knowledge,Medium
4/11/2026,85.77,22.38,Spend40_Save20,Yes,2.38,60+,Family,3,Declined,Infrequent Shopper,Medium
4/11/2026,202.71,45.42,Spend40_Save20,Yes,25.42,45-59,Business,2,Accepted,N/A,Medium
4/11/2026,145.39,15.54,Spend40_Save20,Yes,-4.46,30-44,Family,3,Accepted,N/A,High
4/11/2026,171.28,22.56,Spend40_Save20,Yes,2.56,18-29,Family,4+,Accepted,N/A,High
4/11/2026,89.85,4.23,Spend40_Save20,Yes,-15.77,18-29,Couple,2,Declined,Language Barrier,High
4/11/2026,46.95,6.07,Spend40_Save20,Yes,-13.93,45-59,Individual,1,Declined,Infrequent Shopper,Medium
4/11/2026,179.87,8.95,Spend40_Save20,Yes,-11.05,45-59,Business,3,Accepted,N/A,High
4/11/2026,143.21,6.66,Spend40_Save20,Yes,-13.34,60+,Couple,2,Declined,Infrequent Shopper,High
4/11/2026,24.68,32,Spend40_Save20,No,32,30-44,Couple,2,Not_Presented,N/A,Low
4/11/2026,107.05,11.84,Spend40_Save20,Yes,-8.16,30-44,Business,3,Accepted,N/A,High
4/11/2026,135.38,21.47,Spend40_Save20,Yes,1.47,60+,Family,3,Accepted,N/A,High
4/11/2026,43.31,28.3,Spend40_Save20,Yes,8.3,18-29,Family,4+,Accepted,N/A,Medium
4/11/2026,76.05,21.28,Spend40_Save20,Yes,1.28,30-44,Family,3,Accepted,N/A,Medium
4/11/2026,39.45,31.19,Spend40_Save20,No,31.19,45-59,Individual,1,Not_Presented,N/A,Low
4/11/2026,156.38,43,Spend40_Save20,Yes,23,60+,Family,3,Accepted,N/A,Medium
4/12/2026,112.93,23.71,Spend40_Save20,Yes,3.71,45-59,Family,4+,Accepted,N/A,High
4/12/2026,72.85,11.7,Spend40_Save20,Yes,-8.3,60+,Individual,1,Accepted,N/A,High
4/12/2026,45.29,44.04,Spend40_Save20,Yes,24.04,30-44,Couple,2,Declined,Price Concern,Low
4/12/2026,40.74,3.04,Spend40_Save20,Yes,-16.96,30-44,Individual,1,Accepted,N/A,Medium
4/12/2026,62.59,32.25,Spend40_Save20,Yes,12.25,45-59,Couple,2,Declined,Infrequent Shopper,Medium
4/12/2026,16.81,6.42,Spend40_Save20,No,6.42,60+,Individual,1,Not_Presented,N/A,Medium
4/12/2026,49.02,4.76,Spend40_Save20,Yes,-15.24,30-44,Family,4+,Declined,Doesn't Want Renewal Fee,Medium
4/12/2026,44.49,5.09,Spend40_Save20,Yes,-14.91,30-44,Individual,1,Accepted,N/A,Medium
4/12/2026,44.37,4.21,Spend40_Save20,Yes,-15.79,45-59,Individual,1,Declined,Other,Medium
4/12/2026,45.79,15.78,Spend40_Save20,Yes,-4.22,60+,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
4/12/2026,44,41.12,Spend40_Save20,Yes,21.12,30-44,Couple,2,Declined,Infrequent Shopper,Low
4/12/2026,147.8,31.57,Spend40_Save20,Yes,11.57,30-44,Family,3,Accepted,N/A,High
4/12/2026,142.42,25.06,Spend40_Save20,Yes,5.06,45-59,Family,3,Declined,Other,High
4/13/2026,581.08,16.89,Spend40_Save20,Yes,-3.11,30-44,Family,3,Declined,Infrequent Shopper,High
4/13/2026,48.62,19.94,Spend40_Save20,Yes,-0.06,30-44,Couple,2,Accepted,N/A,Medium
4/13/2026,49.38,10.93,Spend40_Save20,Yes,-9.07,30-44,Individual,1,Accepted,N/A,Medium
4/13/2026,153.02,23.54,Spend40_Save20,Yes,3.54,18-29,Family,3,Accepted,N/A,High
4/13/2026,215.39,7.38,Spend40_Save20,Yes,-12.62,45-59,Business,1,Accepted,N/A,High
4/13/2026,127.95,34.13,Spend40_Save20,Yes,14.13,60+,Couple,2,Declined,Infrequent Shopper,High
4/13/2026,15.85,18.73,Spend40_Save20,No,18.73,45-59,Couple,2,Not_Presented,N/A,Medium
4/13/2026,187.14,51.61,Spend40_Save20,Yes,31.61,45-59,Family,4+,Declined,Price Concern,Medium
4/13/2026,30.93,47.08,Spend40_Save20,No,47.08,45-59,Couple,2,Not_Presented,N/A,Low
4/14/2026,130.9,41.27,Spend40_Save20,Yes,21.27,45-59,Family,3,Declined,Lack of Premium Knowledge,Medium
4/14/2026,27.34,58.25,Spend40_Save20,No,58.25,30-44,Individual,1,Not_Presented,N/A,Low
4/14/2026,61.52,9.72,Spend40_Save20,Yes,-10.28,30-44,Couple,2,Accepted,N/A,High
4/14/2026,283.77,18.92,Spend40_Save20,Yes,-1.08,30-44,Business,1,Accepted,N/A,High
4/14/2026,105.8,35.41,Spend40_Save20,Yes,15.41,18-29,Business,3,Declined,Infrequent Shopper,High
4/14/2026,47.27,41.66,Spend40_Save20,Yes,21.66,45-59,Individual,1,Accepted,N/A,Low
4/14/2026,25.3,51.61,Spend40_Save20,No,51.61,18-29,Individual,1,Not_Presented,N/A,Low
4/14/2026,133.27,2.57,Spend40_Save20,Yes,-17.43,18-29,Family,3,Declined,Lack of Premium Knowledge,High
4/14/2026,42.75,12.2,Spend40_Save20,Yes,-7.8,45-59,Couple,2,Accepted,N/A,Medium
4/14/2026,66.25,9.85,Spend40_Save20,Yes,-10.15,60+,Family,4+,Declined,Infrequent Shopper,High
4/14/2026,263.51,28.1,Spend40_Save20,Yes,8.1,45-59,Business,2,Declined,Lack of Premium Knowledge,High
4/14/2026,272.2,23.5,Spend40_Save20,Yes,3.5,18-29,Business,1,Accepted,N/A,High
4/14/2026,62.3,28.54,Spend40_Save20,Yes,8.54,18-29,Family,3,Declined,Infrequent Shopper,Medium
4/14/2026,101.15,3.05,Spend40_Save20,Yes,-16.95,45-59,Family,3,Accepted,N/A,High
4/15/2026,95.21,7.75,Spend40_Save20,Yes,-12.25,30-44,Couple,2,Declined,Infrequent Shopper,High
4/15/2026,85.2,13.65,Spend40_Save20,Yes,-6.35,18-29,Couple,2,Declined,Language Barrier,High
4/15/2026,139.54,45.46,Spend40_Save20,Yes,25.46,18-29,Business,1,Accepted,N/A,Medium
4/15/2026,291.89,22.55,Spend40_Save20,Yes,2.55,18-29,Business,2,Accepted,N/A,High
4/15/2026,88.74,4.37,Spend40_Save20,Yes,-15.63,18-29,Family,3,Declined,Infrequent Shopper,High
4/15/2026,55.18,4.09,Spend40_Save20,Yes,-15.91,30-44,Couple,2,Declined,Other,High
4/15/2026,46.95,26.52,Spend40_Save20,Yes,6.52,30-44,Couple,2,Accepted,N/A,Medium
4/15/2026,229.79,15.03,Spend40_Save20,Yes,-4.97,30-44,Business,3,Accepted,N/A,High
4/15/2026,157.48,37.65,Spend40_Save20,Yes,17.65,18-29,Family,3,Declined,Language Barrier,High
4/15/2026,40.54,5.7,Spend40_Save20,Yes,-14.3,60+,Individual,1,Declined,Language Barrier,Medium
4/15/2026,48.56,5.78,Spend40_Save20,Yes,-14.22,45-59,Couple,2,Declined,Other,Medium
4/15/2026,63.58,17.27,Spend40_Save20,Yes,-2.73,60+,Couple,2,Declined,Lack of Premium Knowledge,High
4/15/2026,169.12,56.84,Spend40_Save20,Yes,36.84,45-59,Family,3,Accepted,N/A,Medium
4/15/2026,95.56,16.02,Spend40_Save20,Yes,-3.98,18-29,Couple,2,Accepted,N/A,High
4/16/2026,59,48.15,Spend40_Save20,Yes,28.15,18-29,Family,4+,Accepted,N/A,Medium
4/16/2026,48.59,33.42,Spend40_Save20,Yes,13.42,60+,Couple,2,Accepted,N/A,Medium
4/16/2026,106.32,58.77,Spend40_Save20,Yes,38.77,18-29,Family,3,Declined,Lack of Premium Knowledge,Medium
4/16/2026,64.64,31.56,Spend40_Save20,Yes,11.56,30-44,Couple,2,Declined,Infrequent Shopper,Medium
4/16/2026,75.64,9.16,Spend40_Save20,Yes,-10.84,45-59,Couple,2,Accepted,N/A,High
4/16/2026,47.97,4.67,Spend40_Save20,Yes,-15.33,18-29,Family,4+,Declined,Not Account Owner,Medium
4/16/2026,199.35,29.39,Spend40_Save20,Yes,9.39,45-59,Couple,2,Accepted,N/A,High
4/16/2026,174.7,12.59,Spend40_Save20,Yes,-7.41,45-59,Family,3,Declined,Not Account Owner,High
4/16/2026,43.32,2.1,Spend40_Save20,Yes,-17.9,18-29,Family,4+,Declined,Language Barrier,Medium
4/16/2026,158.59,46.35,Spend40_Save20,Yes,26.35,30-44,Family,4+,Declined,Infrequent Shopper,Medium
4/16/2026,310.25,33.15,Spend40_Save20,Yes,13.15,45-59,Family,3,Declined,Not Account Owner,High
4/16/2026,167.87,22.69,Spend40_Save20,Yes,2.69,45-59,Family,4+,Accepted,N/A,High
4/17/2026,42.85,36.06,Spend40_Save20,Yes,16.06,30-44,Couple,2,Declined,Infrequent Shopper,Medium
4/17/2026,25.23,3.62,Spend40_Save20,No,3.62,30-44,Individual,1,Not_Presented,N/A,Medium
4/17/2026,49.92,26.34,Spend40_Save20,Yes,6.34,60+,Couple,2,Declined,Other,Medium
4/17/2026,91.83,15.18,Spend40_Save20,Yes,-4.82,30-44,Couple,2,Declined,Infrequent Shopper,High
4/17/2026,257.9,22.96,Spend40_Save20,Yes,2.96,45-59,Business,2,Accepted,N/A,High
4/17/2026,89.23,4.86,Spend40_Save20,Yes,-15.14,18-29,Individual,1,Accepted,N/A,High
4/17/2026,46.05,24.27,Spend40_Save20,Yes,4.27,60+,Individual,1,Declined,Other,Medium
4/17/2026,57.82,12.78,Spend40_Save20,Yes,-7.22,18-29,Couple,2,Accepted,N/A,High
4/17/2026,285.61,2.14,Spend40_Save20,Yes,-17.86,30-44,Family,4+,Accepted,N/A,High
4/17/2026,103.98,22.27,Spend40_Save20,Yes,2.27,30-44,Family,3,Accepted,N/A,High
4/17/2026,43.66,18.36,Spend40_Save20,Yes,-1.64,30-44,Couple,2,Declined,Language Barrier,Medium
4/17/2026,343.59,16.85,Spend40_Save20,Yes,-3.15,30-44,Business,2,Accepted,N/A,High
4/17/2026,197.28,5.89,Spend40_Save20,Yes,-14.11,30-44,Family,3,Accepted,N/A,High
4/18/2026,54.69,39.07,Spend40_Save20,Yes,19.07,18-29,Couple,2,Declined,Infrequent Shopper,Medium
4/18/2026,64.57,13.81,Spend40_Save20,Yes,-6.19,30-44,Individual,1,Accepted,N/A,High
4/18/2026,140.25,34.57,Spend40_Save20,Yes,14.57,30-44,Family,3,Declined,Price Concern,High
4/18/2026,41.57,6.33,Spend40_Save20,Yes,-13.67,45-59,Individual,1,Declined,Infrequent Shopper,Medium
4/18/2026,42.28,27.03,Spend40_Save20,Yes,7.03,45-59,Family,4+,Declined,Price Concern,Medium
4/18/2026,365.66,46.69,Spend40_Save20,Yes,26.69,30-44,Business,2,Accepted,N/A,Medium
4/18/2026,70.68,31.76,Spend40_Save20,Yes,11.76,60+,Family,3,Declined,Infrequent Shopper,Medium
4/18/2026,44.82,11.84,Spend40_Save20,Yes,-8.16,60+,Individual,1,Accepted,N/A,Medium
4/18/2026,203.33,24.9,Spend40_Save20,Yes,4.9,45-59,Business,2,Accepted,N/A,High
4/18/2026,48.36,44.69,Spend40_Save20,Yes,24.69,45-59,Individual,1,Declined,Infrequent Shopper,Low
4/19/2026,61.29,7.52,Spend40_Save20,Yes,-12.48,18-29,Family,4+,Accepted,N/A,High
4/19/2026,57.4,14.25,Spend40_Save20,Yes,-5.75,30-44,Individual,1,Declined,Other,High
4/19/2026,67.15,41.86,Spend40_Save20,Yes,21.86,18-29,Couple,2,Declined,Not Account Owner,Medium
4/19/2026,85.15,28.63,Spend40_Save20,Yes,8.63,30-44,Couple,2,Declined,Doesn't Want Renewal Fee,Medium
4/19/2026,108.86,8.4,Spend40_Save20,Yes,-11.6,30-44,Family,4+,Accepted,N/A,High
4/19/2026,45.11,30.18,Spend40_Save20,Yes,10.18,18-29,Individual,1,Declined,Other,Medium
4/19/2026,127.05,2.74,Spend40_Save20,Yes,-17.26,60+,Family,4+,Accepted,N/A,High
4/19/2026,20.34,18.24,Spend40_Save20,No,18.24,60+,Individual,1,Not_Presented,N/A,Medium
4/19/2026,46.42,31.98,Spend40_Save20,Yes,11.98,18-29,Individual,1,Accepted,N/A,Medium
4/19/2026,43.3,47.55,Spend40_Save20,Yes,27.55,60+,Family,3,Accepted,N/A,Low
4/19/2026,40.26,6.25,Spend40_Save20,Yes,-13.75,60+,Individual,1,Accepted,N/A,Medium
4/19/2026,43.87,28.94,Spend40_Save20,Yes,8.94,18-29,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
4/20/2026,91.01,9.65,Spend40_Save20,Yes,-10.35,30-44,Business,3,Accepted,N/A,High
4/20/2026,36.78,19.3,Spend40_Save20,No,19.3,30-44,Individual,1,Not_Presented,N/A,Medium
4/20/2026,507.47,3.02,Spend40_Save20,Yes,-16.98,60+,Business,1,Accepted,N/A,High
4/20/2026,154.71,21.92,Spend40_Save20,Yes,1.92,45-59,Couple,2,Declined,Infrequent Shopper,High
4/20/2026,46.46,13.56,Spend40_Save20,Yes,-6.44,45-59,Individual,1,Declined,Infrequent Shopper,Medium
4/20/2026,44.1,18.18,Spend40_Save20,Yes,-1.82,30-44,Couple,2,Accepted,N/A,Medium
4/20/2026,239.41,31.14,Spend40_Save20,Yes,11.14,45-59,Business,3,Accepted,N/A,High
4/20/2026,235.38,25.13,Spend40_Save20,Yes,5.13,45-59,Business,2,Accepted,N/A,High
4/20/2026,49.66,47.01,Spend40_Save20,Yes,27.01,45-59,Individual,1,Declined,Lack of Premium Knowledge,Low
4/20/2026,251.76,12.59,Spend40_Save20,Yes,-7.41,45-59,Business,1,Accepted,N/A,High
4/20/2026,93.47,32.32,Spend40_Save20,Yes,12.32,30-44,Individual,1,Accepted,N/A,Medium
4/21/2026,199.17,7.86,Spend40_Save20,Yes,-12.14,30-44,Couple,2,Accepted,N/A,High
4/21/2026,40.74,2.15,Spend40_Save20,Yes,-17.85,30-44,Family,4+,Accepted,N/A,Medium
4/21/2026,124.33,19.6,Spend40_Save20,Yes,-0.4,30-44,Business,3,Accepted,N/A,High
4/21/2026,463,15.31,Spend40_Save20,Yes,-4.69,45-59,Business,2,Accepted,N/A,High
4/21/2026,42.08,34.07,Spend40_Save20,Yes,14.07,45-59,Individual,1,Declined,Other,Medium
4/21/2026,146.16,6.72,Spend40_Save20,Yes,-13.28,30-44,Family,3,Declined,Infrequent Shopper,High
4/21/2026,46.3,40.02,Spend40_Save20,Yes,20.02,30-44,Individual,1,Accepted,N/A,Low
4/21/2026,95.19,44.71,Spend40_Save20,Yes,24.71,30-44,Individual,1,Declined,Infrequent Shopper,Medium
4/21/2026,41.96,17.79,Spend40_Save20,Yes,-2.21,30-44,Family,3,Accepted,N/A,Medium
4/21/2026,198.86,44.73,Spend40_Save20,Yes,24.73,18-29,Family,4+,Accepted,N/A,Medium
4/21/2026,99.35,31.47,Spend40_Save20,Yes,11.47,45-59,Family,4+,Declined,Not Account Owner,Medium
4/22/2026,85.08,12.98,Spend40_Save20,Yes,-7.02,30-44,Individual,1,Accepted,N/A,High
4/22/2026,102.25,8.13,Spend40_Save20,Yes,-11.87,45-59,Family,3,Accepted,N/A,High
4/22/2026,45.17,45.56,Spend40_Save20,Yes,25.56,18-29,Individual,1,Declined,Lack of Premium Knowledge,Low
